prime,TARGET,relation1_f-t,relation2_f-t,FAS_f-t,BAS_f-t,f_CUEfanout,TARGETfanin,rank,LSA_f-t,BEAGLE_RPs,BEAGLE_PMI,BEAGLE cosine,BEAGLE WIKI NIN,BEAGLE WIKI Cosine,LSA
hobo,bum,synonym,NA,0.682,0.128,7,19,1,0.09,0,16.71230411,-0.028708971,NA,0.336893269,0.611766967
lump,bump,synonym,NA,0.188,4.10E-02,16,9,1,0.16,0.10887139,1.879818209,0.124223186,4379,0.271334249,0.359196795
shrub,bush,synonym,NA,0.503,6.30E-02,8,18,1,0.36,0.683788121,1.039193721,0.153564468,150,0.152615919,0.137494552
corporation,business,unclassifed,NA,0.374,3.50E-02,8,38,1,0.38,0.377363922,0.447825639,0.590818166,7,0.611901769,0.37272873
occupied,busy,synonym,NA,0.228,3.50E-02,12,12,1,0.19,0.170724934,0.105661256,0.381079584,345,0.561178808,0.250420317
peanut,butter,fpa,NA,0.489,0,15,30,1,0.83,0.082933035,170.8336041,0.320148118,16,0.778773455,0.785061379
cocoon,butterfly,unclassifed,NA,0.412,2.40E-02,11,6,1,0.86,0.079207016,5.518946543,0.298047469,4,0.375443189,0.502532215
taxi,cab,synonym,fpa,0.537,0.386,7,4,1,0.57,0.34111602,17.49771272,0.336793566,43,0.600878153,0.453579393
coleslaw,cabbage,unclassified,NA,0.124,4.30E-02,21,8,1,0.04,0.010788296,29.07145764,0.002341724,NA,NA,0.847873991
lodge,cabin,category,NA,0.138,0,21,11,1,0.38,0.128358864,3.12142649,0.272676906,109,0.368387668,0.335339957
file,cabinet,fpa,NA,0.245,2.10E-02,16,8,1,0.21,0.216227012,0.218905548,0.26584034,273,0.127520985,0.035423911
prickly,cactus,perceptual property,NA,0.137,0.193,18,2,1,0.34,0.187569012,127.821874,0.119943638,596,0.562635957,0.752977657
frosting,cake,perceptual property,NA,0.623,2.70E-02,7,50,1,0.55,0.077810231,3.61133684,0.207358002,37,NA,0.75832556
compute,calculate,synonym,NA,0.149,5.80E-02,14,3,1,0.46,0.288224231,0.935955848,0.306319101,20,0.865956906,0.711519704
phone,call,fpa,NA,0.283,0.378,10,26,1,0.72,0.121423213,0.663839222,0.522240738,3,0.628853072,0.71595711
soothe,calm,synonym,NA,0.127,0,19,43,1,0.17,0.144215265,12.49244207,0.063348671,10817,0.435782866,0.611009378
tourist,camera,script,NA,0.118,0,25,20,1,0.01,0.086923784,0.053558675,0.041563711,NA,0.204058556,0.052946617
tent,camp,script,NA,0.459,0.126,15,12,1,0.63,0.215542393,2.105007838,0.388380819,40,0.503793431,0.609953923
opener,can,bpa,NA,0.768,4.70E-02,4,38,1,0.21,0.029169915,0.221364397,NA,NA,NA,0.217188747
tumor,cancer,synonym,NA,0.351,0.02,17,20,1,0.74,0.189397001,9.660476305,0.392925435,10,0.489162697,0.650397025
wick,candle,category,NA,0.841,5.10E-02,3,14,1,0.46,0.020270102,13.72430341,0.220321093,8,0.40380092,0.407219248
chocolate,candy,supraordinate,NA,0.196,4.90E-02,17,45,1,0.62,0.397991033,13.20140836,0.451970234,1,0.589870505,0.63926347
recycle,cans,script,NA,0.342,NA,14,2,1,0.63,0.168106543,0.200577698,0.083719518,3599,0.351228565,0.891784367
inability,cant,synonym,NA,0.171,NA,20,8,1,0.14,0.125233288,0,NA,NA,NA,0.085715122
ability,capability,category,NA,0.119,0.282,22,4,1,0.22,0.233508096,0.488945168,0.286074097,2521,0.719170705,0.516575415
valve,car,script,NA,0.14,0,18,259,1,-0.01,0.119056137,0.33697098,0.186072838,585,0.314535298,0.241329636
credit,card,fpa,NA,0.651,0,9,31,1,0.27,0.158205983,2.319132668,0.511975729,30,0.5701133,0.773926858
deal,cards,fpa,NA,0.275,0,19,17,1,0.09,0.018473374,0.741064783,0.288269828,3621,0.32913402,0.261521444
handle,care,fpa,NA,0.166,0,20,26,1,0.2,0.144748722,0.314004046,0.364213151,567,0.403990533,0.174162229
cautious,careful,synonym,NA,0.513,0.394,12,22,1,0.34,0.321995692,1.863771707,0.223204925,278,0.539752025,0.700347142
loving,caring,synonym,NA,0.37,0.493,15,22,1,0.47,0.227319,0.280864297,0.409478617,18,0.649191083,0.528268454
rug,carpet,synonym,NA,0.468,0.248,12,18,1,0.56,0.145487847,41.32537317,0.342961016,13,0.536321265,0.834300321
celery,carrot,category,NA,0.216,7.60E-02,12,11,1,0.37,0.18281918,129.4184259,0.184101188,75,0.461631734,0.947488448
haul,carry,synonym,NA,0.226,1.40E-02,16,25,1,0.3,0.414856304,0.273680681,0.248613345,101,0.517964177,0.389218634
parkway,cars,script,NA,0.144,NA,14,5,1,0.12,0.017636129,0.068351949,0.095389381,1243,0.258378944,0.135329879
money,cash,synonym,NA,0.212,0.814,19,20,1,0.22,0.140069177,1.302569424,0.335299338,1047,0.618141317,0.778662027
moat,castle,script,NA,0.32,8.40E-02,15,17,1,0.59,0.034735563,4.384248872,0.241779032,173,NA,0.783747602
claw,cat,perceptual property,NA,0.177,0,15,67,1,0.38,0.130362299,1.638242813,0.269246277,38,0.366780895,0.52398322
protestant,catholic,category,NA,0.272,4.10E-02,10,18,1,0.92,0.172340441,6.011880563,0.491641072,3,0.790604942,0.729275014
litter,cats,script,NA,0.236,NA,13,3,1,0.27,0.102311859,2.570068667,0.200369998,577,0.383004133,0.621176141
effect,cause,bpa,NA,0.349,0.356,13,18,1,0.49,0.214999869,0.403290078,NA,NA,NA,0.575600322
careful,cautious,synonym,NA,0.394,0.513,14,5,1,0.34,0.321995692,1.863771707,0.223204925,3683,0.539752025,0.700347142
cavern,cave,synonym,NA,0.525,4.50E-02,11,14,1,0.56,0.179342688,61.38144697,0.255055546,8,0.687998396,0.893093321
sickle,cell,fpa,NA,0.265,0,16,24,1,0.36,0.117486266,4.586204952,0.517016487,5,0.442756733,0.575982368
middle,center,synonym,NA,0.117,0.432,19,20,1,0.25,0.049748482,0.288966181,0.356443481,304,0.458526109,0.323405927
fiber,cereal,supraordinate,NA,0.123,0,21,21,1,0.46,0.045251335,1.576924992,0.156477365,2257,0.199678758,0.401353353
ritual,ceremony,synonym,NA,0.143,2.20E-02,19,4,1,0.59,0.361759797,2.46231833,0.314701247,7,0.533021029,0.410262426
link,chain,bpa,NA,0.4,0.106,9,22,1,0.42,0.059546819,0.143818208,0.341649153,80,0.469245636,0.204998265
recliner,chair,supraordinate,NA,0.547,0,13,39,1,0.07,0.007096305,11.0510477,-0.002314533,NA,NA,0.332422009
blackboard,chalk,instrument,NA,0.676,0,9,7,1,0.35,0.054091953,26.4238401,0.197508641,159,0.300773276,0.179372736
opportunity,chance,synonym,NA,0.25,0.141,16,16,1,0.5,0.36752618,0.383338968,0.551559213,7,0.766255161,0.645343016
alter,change,synonym,NA,0.633,3.10E-02,4,52,1,0.44,0.384904009,0.373847247,0.465874435,3,0.54374034,0.582770105
havoc,chaos,synonym,NA,0.315,0.02,15,9,1,0.19,0.032893226,1.383035249,0.061366484,12346,0.423423473,0.784488676
trait,characteristic,synonym,NA,0.296,0.176,13,5,1,0.38,0.57240633,1.10006932,0.361387587,22,0.489661702,0.633105566
expensive,cheap,antonym,NA,0.248,0.328,13,24,1,0.33,0.215701723,2.717993784,0.388384839,383,0.758939207,0.68739994
affair,cheat,synonym,NA,0.142,0,19,26,1,0.16,0.042897879,0.736249284,0.038360316,NA,0.288937444,0.330921941
mark,check,bpa,NA,0.143,0.06,18,37,1,0.27,0.219075023,0.107217655,0.411682325,188,0.229570252,0.283713612
swiss,cheese,fpa,NA,0.673,4.80E-02,11,39,1,0.09,0.033622594,4.814213888,0.065575971,19900,0.303058072,0.187787176
elements,chemistry,unclassifed,NA,0.32,0,17,43,1,0.39,0,0.736934815,0.396067698,107,0.368627609,0.266690293
treasure,chest,fpa,NA,0.19,4.90E-02,14,17,1,0.09,0.070282933,4.589648388,0.148066344,2344,0.375702199,0.256231045
gum,chew,bpa,NA,0.563,0.361,9,15,1,0.55,0.124273852,91.23067639,0.151795216,363,0.329118882,0.693216162
roost,chicken,unclassified,NA,0.154,0,10,60,1,0.26,0.040794622,3.876395696,0.186087562,73,0.199139409,0.095787902
commander,chief,fpa,NA,0.338,0,18,14,1,0.51,0.039365548,1.448056575,0.444893896,7,0.612235328,0.409623176
kid,child,synonym,NA,0.473,0.111,12,101,1,0.07,0.379729824,0.262892268,0.331968768,789,0.530952602,0.349633852
toys,children,unclassifed,NA,0.178,1.40E-02,21,41,1,0.51,0.19045435,0.283571338,0.417176025,10,0.163421276,0.443846449
japan,china,category,NA,0.242,5.40E-02,21,27,1,0.39,0.35665991,3.079399564,0.71236311,5,0.737935851,0.213723729
dip,chip,bpa,NA,0.217,0.09,16,8,1,0.23,0.054147899,1.798229748,0.205717117,1049,0.409922492,0.309014033
pudding,chocolate,bpa,NA,0.318,0,13,46,1,0.56,0.163555362,16.82956649,0.328126008,7,0.422097063,0.848432573
selection,choice,synonym,NA,0.3,4.10E-02,12,20,1,0.35,0.167281785,0.504368327,0.372830255,174,0.633870066,0.658936353
pick,choose,synonym,fpa,0.304,0.439,13,13,1,0.21,0.323109895,0.285337113,0.455640901,315,0.406888603,0.443636522
jesus,christ,synonym,NA,0.259,0.364,13,7,1,0.93,0.186441369,13.05613639,0.420718858,3,0.864412229,0.978880381
reindeer,christmas,script,NA,0.255,0,11,32,1,0.15,0.022561653,14.38683979,0.069049597,11759,0.497133015,0.534686511
temple,church,category,NA,0.28,3.10E-02,12,85,1,0.2,0.184655075,0.48162092,0.283426335,205,0.366322003,0.226617068
nicotine,cigarette,script,NA,0.525,0,7,25,1,0.92,0.213346751,29.1164642,0.339580452,14,0.488735673,0.673565337
diameter,circle,script,NA,0.257,0,18,40,1,0.34,0.164869592,1.024218215,0.421659892,17,0.266000863,0.359427695
juggler,circus,bpa,NA,0.362,0,9,12,1,0.34,0.064831269,6.542984434,0.100496724,1403,NA,0.752071052
county,city,category,NA,0.195,0.01,18,41,1,0.29,0.218336616,0.748888858,0.529070405,2,0.568438724,0.151661368
oyster,clam,category,NA,0.359,0.285,14,7,1,0.37,0.177166544,39.41732743,0.128777717,1099,0.367269996,0.80429831
subject,class,unclassifed,NA,0.145,0,15,95,1,0.14,0.149013557,0.123435087,0.321961377,642,0.305144802,0.188902822
pottery,clay,instrument,NA,0.384,0,19,12,1,0.42,0.12124175,4.712287909,0.231854497,120,0.472453888,0.683962094
shower,clean,bpa,NA,0.185,0,17,109,1,0.32,0.117076153,0.674755637,0.358363921,36,0.595083081,0.241920809
vacuum,cleaner,fpa,NA,0.222,4.10E-02,13,7,1,0.59,0.09949734,4.808808956,0.429973754,7,0.683774199,0.507841262
vivid,clear,synonym,NA,0.23,2.10E-02,11,42,1,0.44,0.217165919,0.172040744,0.338197788,16,0.550698289,0.363535818
ledge,cliff,synonym,NA,0.193,4.20E-02,14,11,1,0.69,0.318241158,7.279387592,0.470277682,2,0.560926011,0.659467587
weather,climate,unclassified,NA,0.198,0.381,13,4,1,0.54,0.569629838,2.032246304,0.684936201,1,0.448169404,0.456685165
stairs,climb,bpa,NA,0.225,0,18,23,1,0.32,0,3.805517637,0.340174166,384,0.382718033,0.282906098
toenail,clipper,fpa,NA,0.2,NA,15,2,1,0.04,0,28.35699567,NA,NA,NA,0.106302332
time,clock,functional property,NA,0.372,0.652,14,20,1,0.32,0.068775211,0.389066478,NA,NA,NA,0.449837754
open,close,antonym,NA,0.723,0.448,5,63,1,0.54,0.45940882,0.513896515,0.59243715,23,0.54830178,0.453563994
caption,closed,bpa,NA,0.134,0,19,8,1,0.04,0.055093034,1.06856529,0.11277422,1702,0.363034003,0.215316049
opening,closing,antonym,NA,0.507,0.48,13,2,1,0.3,0.45940882,0.513896515,0.529608742,15,0.874751606,0.558614251
rag,cloth,synonym,NA,0.245,0.03,18,41,1,0.26,0.173538593,2.17683327,0.238821698,47,0.314438882,0.594263051
attire,clothes,synonym,NA,0.651,0,6,147,1,0.34,0.044785607,2.869633337,0.113230628,2076,0.666393654,0.720334129
sunny,cloudy,antonym,NA,0.175,0.167,13,9,1,0.55,0.663141821,17.47274252,0.439119834,18,0.569881224,0.752372847
circus,clown,fpa,NA,0.594,0.237,13,17,1,0.52,0.098452161,20.38317669,0.099816747,13021,0.685082314,0.765422038
member,club,bpa,NA,0.264,2.10E-02,18,25,1,0.42,0.147459624,0.196674993,0.356037829,196,0.389517802,0.157975732
hint,clue,synonym,NA,0.344,0.161,10,10,1,0.24,0.264365207,1.94458301,0.18782228,1460,0.537594423,0.76210892
trench,coat,fpa,NA,0.256,0,12,32,1,0.04,0.049199446,1.909289436,0.107147628,3533,0.155346738,0.196990598
crack,cocaine,fpa,NA,0.208,9.20E-02,15,11,1,0.01,0.04154356,15.22979416,0.093189221,15229,0.600541144,0.553868292
morse,code,fpa,NA,0.627,0.105,5,7,1,0.43,0.044719467,3.948805888,0.291555117,14,0.649759185,0.250014303
caffeine,coffee,script,NA,0.493,7.60E-02,13,29,1,0.44,0.043738226,16.88544903,0.30170787,19,0.570667416,0.373398463
rum,coke,fpa,NA,0.28,0,10,24,1,0.12,0.0616365,2.449455486,0.121052466,2563,0.351268735,0.514606784
cough,cold,category,fpa,0.277,0,11,140,1,0.28,0.061001303,2.906942943,0.266496392,34,0.223563906,0.407419632
lapel,collar,synonym,NA,0.149,0,10,7,1,0.42,0.064295786,38.51673481,0.251962872,7,NA,0.720895442
degree,college,bpa,NA,0.164,2.10E-02,17,41,1,0.62,0.096124839,0.695193203,0.526404605,3,0.723917512,0.388893703
musk,cologne,supraordinate,NA,0.25,0,11,4,1,0,0,0,0.080222757,3548,0.118690112,0.076065536
hue,color,synonym,NA,0.547,0.02,6,74,1,0.77,0.299241284,4.932615519,0.417657895,2,0.723599238,0.702695946
leave,come,antonym,NA,0.194,1.40E-02,18,20,1,0.61,0.400747826,0.092181537,NA,NA,NA,0.633325583
cozy,comfortable,synonym,NA,0.292,7.60E-02,13,19,1,0.39,0.24633904,1.929286505,0.293031198,16,0.282938009,0.679544027
remark,comment,synonym,NA,0.281,0.125,15,9,1,0.36,0.166500544,0.991461776,0.167735321,1751,0.757612953,0.362841791
fascism,communism,category,NA,0.095,NA,19,3,1,0.43,0.221762421,20.9342404,0.29037634,13,0.686622848,0.878770399
russia,communist,unclassified,NA,0.174,0.123,17,5,1,0.52,0.135630672,0.420035923,0.493303657,57,0.297351356,0.497603608
disc,compact,bpa,NA,0.234,0.304,16,3,1,0.09,0.044126412,9.183483092,0.086582447,8986,0.610952176,0.471554211
agency,company,synonym,NA,0.088,0,19,23,1,0.19,0.18016252,0.196574802,0.407429921,88,0.545162183,0.250950133
system,computer,bpa,NA,0.168,0,22,39,1,0.14,0.167170435,0.584775939,0.389345652,587,0.646924334,0.503066315
pro,con,antonym,NA,0.245,0.19,15,13,1,0.14,0.08613939,3.49473124,0.138583046,1657,0.261588383,0.199098941
vain,conceited,synonym,NA,0.107,0,12,8,1,0.18,0,5.495260338,0.063763103,NA,0.251105782,0.839817382
ticket,concert,bpa,NA,0.122,0,19,15,1,0.14,0.086669252,0.81570363,0.15865092,3751,0.265319162,0.273381041
slab,concrete,bpa,NA,0.196,3.40E-02,17,15,1,0.18,0.159644156,12.07795468,0.20390987,95,0.614500012,0.638382339
protection,condom,instrument,NA,0.123,9.90E-02,23,6,1,0.11,0.022869424,0.657044953,0.070602365,NA,0.243355887,0.188094798
meeting,conference,synonym,NA,0.274,0.39,13,3,1,0.55,0.116931905,0.396408576,0.464554743,105,0.627584898,0.541540673
admit,confess,synonym,NA,0.131,0.119,18,2,1,0.4,0.368539116,0.572179485,0.242823347,1848,0.573254853,0.709003141
chaos,confusion,synonym,NA,0.147,1.40E-02,22,21,1,0.33,0.140724646,0.663416045,0.211858368,336,0.392231413,0.545536451
senate,congress,category,NA,0.25,0.145,14,8,1,0.71,0.275142657,1.544934295,0.615745849,6,0.789696116,0.756638884
liberal,conservative,antonym,NA,0.153,NA,12,2,1,0.88,0.376357816,5.764817638,0.6406013,2,0.925377848,0.959462388
builder,construction,unclassified,NA,0.207,1.50E-02,18,20,1,0.37,0.059704362,0.651304909,0.073350902,5568,0.45654311,0.606204178
africa,continent,supraordinate,NA,0.234,0.169,16,6,1,0.63,0.322493753,1.372474099,0.758902263,3,0.581352033,0.612993376
dominate,control,synonym,NA,0.082,3.40E-02,24,40,1,0.27,0.15721884,0.133028187,0.372428856,21,0.586678851,0.328575442
kitchen,cook,functional property,NA,0.183,1.60E-02,22,46,1,0.53,0.108582424,3.212046086,0.395310413,361,0.462363435,0.257653235
refreshing,cool,synonym,NA,0.201,0,17,65,1,0.22,0.147851869,0.949334576,0.295283601,139,0.554180764,0.572688894
policeman,cop,synonym,NA,0.156,0,25,35,1,0.68,0.135511965,2.470820434,0.315422285,411,0.577063748,0.704547232
imitate,copy,synonym,NA,0.244,0,18,18,1,0.08,0.125635534,0.453854809,0.13405315,3979,0.479630373,0.16068112
reef,coral,bpa,NA,0.4,0.377,8,2,1,0.71,0.077675583,63.30550354,0.364526334,3,0.755584296,0.952547487
flake,corn,bpa,NA,0.281,2.20E-02,9,27,1,0.04,0.100524733,17.84874034,0.00249091,NA,0.367065794,0.271929666
polyester,cotton,category,NA,0.133,0.02,21,22,1,0.5,0.057461964,9.849153184,0.133080578,66,0.452441156,0.623925758
cushion,couch,bpa,NA,0.223,0.02,12,11,1,0.26,0.071861714,21.65404195,0.263485029,145,0.277250396,0.516145724
sneeze,cough,category,NA,0.348,0.209,13,17,1,0.52,0.138985459,90.02119509,0.290819742,9,0.190019366,0.777020982
republic,country,unclassifed,NA,0.155,0,17,65,1,0.4,0.192093118,0.331927962,0.534761116,9,0.545329539,0.348549424
obstacle,course,fpa,NA,0.14,0,20,6,1,0.26,0.134784061,1.079723159,0.255271514,7,0.686493351,0.243262894
case,court,bpa,NA,0.133,2.10E-02,22,49,1,0.64,0.086226407,0.969048722,0.574792789,52,0.693464199,0.645736742
lid,cover,synonym,NA,0.326,0.12,10,41,1,0.35,0.149238856,0.601819811,0.337133245,14,0.39045539,0.341285679
beef,cow,unclassified,NA,0.291,0,10,49,1,0.38,0.082075423,4.310909287,0.188353003,446,0.391255864,0.622414818
cowgirl,cowboy,antonym,NA,0.34,5.60E-02,15,15,1,NA,0,26.03616916,NA,NA,0.460821941,0.842203654
lobster,crab,category,NA,0.141,0.128,23,8,1,0.5,0.179457135,38.95899606,0.129010723,2121,0.546100011,0.934189873
crevice,crack,synonym,NA,0.48,0,9,24,1,0.2,0.408602587,6.548727208,0.122950467,319,0.377067221,0.50047345
saltine,cracker,fpa,NA,0.836,0.106,3,10,1,NA,0,280.8436543,NA,NA,NA,NA
snap,crackle,fpa,NA,0.237,0.127,16,3,1,0.31,0.116581417,36.72689878,0.175442527,1207,NA,0.581172935
arts,crafts,fpa,NA,0.179,0,19,3,1,0.36,0,1.895455795,0.322543931,206,0.652990833,0.640894093
impact,crash,unclassified,NA,0.257,0,12,21,1,0.14,0.066492272,0.289120267,0.118218998,12633,0.487841878,0.215114293
crayola,crayon,fpa,NA,0.78,0.06,4,6,1,NA,0,798.4901278,NA,NA,NA,0.669006997
nuts,crazy,synonym,NA,0.179,4.10E-02,16,40,1,0.1,0.088059003,0.778297775,0.155351011,1260,0.394801016,0.307314473
invent,create,synonym,NA,0.209,4.80E-02,16,22,1,0.19,0.203432479,0.111382727,0.294851092,204,0.704947837,0.343175963
inventor,creator,synonym,NA,0.128,0.137,23,6,1,0.12,0.134582648,0.996230518,0.081915862,12358,0.598241991,0.370522625
rape,crime,supraordinate,NA,0.097,2.10E-02,26,61,1,0.55,0.111441512,1.69633525,0.22964956,5,0.558397129,0.587643286
fugitive,criminal,unclassified,NA,0.17,1.30E-02,21,47,1,0.13,0.2628819,0.653660492,0.309618436,26,0.533600888,0.500571639
uneven,crooked,synonym,NA,0.143,0,22,8,1,0.28,0.04054135,0.421532735,0.365291261,7,0.304867256,0.348128153
harvest,crops,fpa,NA,0.185,3.40E-02,21,4,1,0.78,0.315730032,5.545748002,0.472776179,8,0.499119745,0.794686306
mob,crowd,synonym,NA,0.362,6.70E-02,10,24,1,0.53,0.193514751,1.060897347,0.289724411,11,0.550103817,0.454990532
crisp,crunchy,synonym,NA,0.167,4.30E-02,23,6,1,0.54,0.012940347,26.28717544,0.189020199,1394,NA,0.845737587
laugh,cry,antonym,NA,0.479,0.116,8,47,1,0.5,0.597532915,2.778461454,0.665095499,2,0.66151009,0.711210529
snuggle,cuddle,synonym,NA,0.243,4.20E-02,16,6,1,0.02,0.081934191,129.8026999,-0.012420242,NA,NA,0.862585335
saucer,cup,category,bpa,0.527,0.418,11,33,1,0.4,0.137616213,0.641892195,0.252808688,468,0.139593812,0.103830284
antidote,cure,synonym,NA,0.192,0,10,14,1,0.14,0.017016778,2.943422995,0.05757868,6835,0.564041039,0.604535955
drapes,curtains,synonym,NA,0.55,0.196,10,3,1,0.43,0.262712911,15.02804609,0.249377083,4,NA,0.831945455
bandaid,cut,instrument,NA,0.371,0,14,83,1,NA,0,0.494875319,0.119578391,529,0.238684354,NA
adorable,cute,synonym,NA,0.689,6.40E-02,8,37,1,0.39,0.147851459,20.03079019,0.257893931,26,0.561410696,0.903621457
mummy,dad,unclassified,NA,0.202,0,15,24,1,0.01,0.098204707,1.058799975,0.225108822,273,0.442887858,0.777434194
cloak,dagger,script,fpa,0.441,0.03,11,3,1,0.31,0.023162053,16.46244717,0.048793822,NA,0.389402862,0.818705952
everyday,daily,synonym,NA,0.102,6.20E-02,27,8,1,0.42,0.818950061,0.261981515,0.530925813,6,0.495243087,0.415827366
beaver,dam,fpa,NA,0.271,0.154,16,3,1,0.21,0.093557736,5.831845678,0.17500619,1906,0.504078816,0.555608415
ballet,dance,supraordinate,NA,0.428,8.10E-02,17,62,1,0.81,0.320056018,5.490892643,0.450206694,3,0.521333568,0.711536367
singer,dancer,category,NA,0.152,7.20E-02,20,9,1,0.54,0.128685673,2.906150467,0.100709379,6031,0.771566959,0.400425643
caution,danger,synonym,NA,0.174,4.10E-02,14,61,1,0.33,0.080385549,1.029166191,0.168631162,1130,0.56881099,0.631718773
harmful,dangerous,synonym,NA,0.248,5.30E-02,17,15,1,0.56,0.306685503,1.26305685,0.437398465,21,0.653039788,0.544039173
adventurous,daring,synonym,NA,0.105,9.60E-02,23,4,1,0.45,0.052181219,1.731738581,0.152245973,399,0.607456629,0.522446996
tan,dark,synonym,NA,0.169,0,13,82,1,0.33,0.179434324,0.527467493,0.350989942,19,0.531105126,0.525388573
information,data,synonym,NA,0.142,0.269,22,12,1,0.37,0.029126326,0.696840231,0.599473567,15,0.626799038,0.528516763
calendar,date,supraordinate,NA,0.305,6.30E-02,8,25,1,0.42,0.086067207,1.380347534,0.288203097,13,0.446721517,0.477634035
night,day,antonym,NA,0.686,0.819,6,51,1,0.54,0.578402741,0.512803124,NA,NA,NA,0.638827106
glory,days,fpa,NA,0.163,0,19,9,1,0.36,0,0.651515714,0.381505614,4,0.581418175,0.254626125
corpse,dead,perceptual property,NA,0.537,0,3,75,1,0.56,0.089135634,1.822686263,0.208768594,22,0.771073944,0.855631323
mute,deaf,category,NA,0.435,7.10E-02,10,8,1,0.39,0.249315987,9.822640482,0.301538943,3,0.250355809,0.205747815
burial,death,script,NA,0.246,3.20E-02,13,134,1,0.32,0.056749497,0.38403988,0.249915707,18,0.48633684,0.413544348
deteriorate,decay,synonym,NA,0.076,0.03,24,11,1,0.05,0.075920123,0.20709883,0.144915822,862,0.253471805,0.488549951
determine,decide,synonym,NA,0.144,2.70E-02,17,11,1,0.49,0.638069809,0.122271378,0.582718813,32,0.667371133,0.520761262
choice,decision,synonym,NA,0.305,0.296,14,15,1,0.6,0.323305471,0.349411603,0.581060258,3,0.564621537,0.367699051
shallow,deep,antonym,NA,0.399,0.307,10,29,1,0.6,0.357193711,2.196767076,0.526941691,135,0.704525655,0.719574094
antlers,deer,perceptual property,NA,0.645,0,6,20,1,0.66,0.04649645,26.73310526,0.163192048,157,0.547180975,0.733320166
conquer,defeat,synonym,NA,0.16,3.30E-02,18,12,1,0.49,0.257154513,0.490609848,0.355817088,70,0.62374071,0.641960211
offense,defense,antonym,NA,0.638,0.297,7,3,1,0.35,0.193188932,4.949832029,0.238338656,20,0.539026941,0.498961191
meaning,definition,synonym,NA,0.27,0.229,19,7,1,0.6,0.234067508,0.29359288,0.600083703,30,0.407928912,0.513642651
ban,deodorant,supraordinate,NA,0.182,0,19,10,1,0.08,0.002524641,1.661776296,-0.005632222,NA,NA,0.130524595
reliable,dependable,synonym,NA,0.259,NA,15,3,1,0.24,0.157388858,3.287945078,0.136611045,5057,0.589751818,0.75744191
independent,dependent,antonym,NA,0.136,0.318,18,4,1,0.46,0.253169844,0.61356911,0.465296942,154,0.573891665,0.320495468
ascend,descend,antonym,NA,0.262,7.50E-02,15,5,1,0.29,0.156105613,6.889702983,0.09726922,3055,0.560159851,0.938342104
mirage,desert,script,NA,0.206,0,15,24,1,0.13,0.015581864,1.235060831,0.121759881,588,0.242388862,0.55208666
office,desk,fpa,NA,0.174,1.40E-02,18,19,1,0.47,0.123216553,0.897052361,0.403009796,448,0.395151047,0.445468991
annihilate,destroy,synonym,NA,0.232,2.80E-02,12,41,1,0.16,0.113396218,0.738606468,0.101512067,1067,0.650711996,0.788727502
elimination,destruction,unclassifed,NA,0.072,0,24,16,1,0.22,0.054663039,0.257555725,0.15410914,2634,0.391948987,0.412744942
